# x	y	u	v	mask
 29.4136	 29.9523	 -1.4559	  0.0036	  0.0000
 29.6830	 29.9523	 -0.0157	  0.1026	  0.0000
 29.9523	 29.9523	 -1.5084	 -0.1963	  0.0000
 30.2217	 29.9523	 -1.4274	 -0.0030	  0.0000
 30.4911	 29.9523	 -0.2420	 -0.0480	  1.0000
 30.7605	 29.9523	 -1.4502	 -0.0031	  0.0000
  0.3212	 29.6830	  4.5389	  0.2183	  0.0000
  0.5906	 29.6830	  0.0030	 -0.0062	  1.0000
  0.8599	 29.6830	  0.0813	  0.0034	  1.0000
  1.1293	 29.6830	 -0.1607	  0.0052	  1.0000
  1.3987	 29.6830	 -0.4138	  0.0132	  1.0000
  1.6680	 29.6830	  3.8104	 -0.0076	  0.0000
  1.9374	 29.6830	  4.5928	 -0.0576	  0.0000
  2.2068	 29.6830	 -0.1057	  0.0525	  1.0000
  2.4762	 29.6830	  3.8153	 -0.0020	  0.0000
  2.7455	 29.6830	  3.7732	  0.0970	  0.0000
  3.0149	 29.6830	 -6.4520	  1.5626	  0.0000
  3.2843	 29.6830	 -4.4835	  0.0070	  0.0000
  3.5537	 29.6830	 -0.3152	 -0.1178	  1.0000
  3.8230	 29.6830	  4.5433	  0.0213	  0.0000
  4.0924	 29.6830	  3.7421	  0.0839	  0.0000
  4.3618	 29.6830	  2.6954	 -0.0000	  0.0000
  4.6312	 29.6830	 -0.1866	 -0.0185	  1.0000
  4.9005	 29.6830	  4.4640	 -0.0305	  0.0000
  5.1699	 29.6830	  2.6017	  0.0679	  0.0000
  5.4393	 29.6830	  0.0323	  0.0853	  1.0000
  5.7087	 29.6830	 -0.0104	 -0.2584	  1.0000
  5.9780	 29.6830	  1.4938	  0.0052	  0.0000
  6.2474	 29.6830	  4.5609	 -0.0570	  0.0000
  6.5168	 29.6830	  0.1603	 -0.2289	  1.0000
  6.7862	 29.6830	  0.4770	 -0.0408	  1.0000
  7.0555	 29.6830	  4.5502	 -0.0703	  0.0000
  7.3249	 29.6830	  0.0237	  0.0647	  0.0000
  7.5943	 29.6830	  3.8602	  8.4825	  0.0000
  7.8637	 29.6830	  0.5342	  0.0513	  1.0000
  8.1330	 29.6830	 -0.2016	  0.2283	  0.0000
  8.4024	 29.6830	 -0.0964	 -0.0136	  0.0000
  8.6718	 29.6830	  1.4346	  0.0478	  0.0000
  8.9412	 29.6830	  0.0562	 -0.2124	  0.0000
  9.2105	 29.6830	  4.4390	 -0.0533	  0.0000
  9.4799	 29.6830	  0.1698	 -0.0143	  1.0000
  9.7493	 29.6830	  4.5618	 -0.0952	  0.0000
 10.0186	 29.6830	  4.4969	  0.0617	  0.0000
 10.2880	 29.6830	 -0.7417	  0.0285	  1.0000
 10.5574	 29.6830	 -0.4608	  0.0313	  1.0000
 10.8268	 29.6830	  3.7168	  0.0250	  0.0000
 11.0961	 29.6830	 -0.1313	  0.0283	  1.0000
 11.3655	 29.6830	  4.5204	  0.0761	  0.0000
 11.6349	 29.6830	 -0.2168	  0.0194	  1.0000
 11.9043	 29.6830	  1.5753	  0.0265	  0.0000
 12.1736	 29.6830	  1.3955	 -0.0241	  0.0000
 12.4430	 29.6830	  0.3639	  0.1127	  1.0000
 12.7124	 29.6830	  0.3973	  0.1245	  1.0000
 12.9818	 29.6830	  0.2845	  0.1312	  0.0000
 13.2511	 29.6830	  0.2949	  0.1222	  1.0000
 13.5205	 29.6830	  4.5187	  0.2090	  0.0000
 13.7899	 29.6830	  0.0024	  0.0678	  1.0000
 14.0593	 29.6830	  0.0551	 -0.0915	  1.0000
 14.3286	 29.6830	 -0.2422	 -0.0371	  1.0000
 14.5980	 29.6830	  2.6804	  0.0115	  0.0000
 14.8674	 29.6830	 -0.2012	  0.1414	  1.0000
 15.1368	 29.6830	 -1.4655	  0.1125	  0.0000
 15.4061	 29.6830	 -3.6268	 -0.2306	  0.0000
 15.6755	 29.6830	  4.6127	 -0.0532	  0.0000
 15.9449	 29.6830	 -0.5337	  0.1849	  1.0000
 16.2143	 29.6830	  2.7017	 -0.0324	  0.0000
 16.4836	 29.6830	 -0.4489	 -0.0872	  1.0000
 16.7530	 29.6830	 -0.0658	 -0.0394	  0.0000
 17.0224	 29.6830	 -0.0697	 -0.0214	  0.0000
 17.2918	 29.6830	 -1.4899	  0.0668	  0.0000
 17.5611	 29.6830	 -0.0958	 -0.0604	  0.0000
 17.8305	 29.6830	  0.0899	  0.0237	  1.0000
 18.0999	 29.6830	  4.5845	  0.0347	  0.0000
 18.3692	 29.6830	  4.4911	  0.0436	  0.0000
 18.6386	 29.6830	 -0.1011	  0.0724	  0.0000
 18.9080	 29.6830	  4.5208	  0.0330	  0.0000
 19.1774	 29.6830	  1.4480	  0.0152	  0.0000
 19.4467	 29.6830	  0.2066	 -0.0238	  1.0000
 19.7161	 29.6830	  0.1848	 -0.0348	  1.0000
 19.9855	 29.6830	 -2.6703	 -0.0000	  0.0000
 20.2549	 29.6830	  0.3179	 -0.1758	  1.0000
 20.5242	 29.6830	  3.8267	 -0.0716	  0.0000
 20.7936	 29.6830	  4.5410	  0.2121	  0.0000
 21.0630	 29.6830	 -5.7674	 -3.5857	  0.0000
 21.3324	 29.6830	  2.6992	  0.1897	  0.0000
 21.6017	 29.6830	  4.4954	  0.0293	  0.0000
 21.8711	 29.6830	  3.7356	  0.0356	  0.0000
 22.1405	 29.6830	 -1.4847	  0.2157	  0.0000
 22.4099	 29.6830	  4.6201	 -0.0196	  0.0000
 22.6792	 29.6830	  0.6443	  0.0019	  1.0000
 22.9486	 29.6830	  1.4859	 -0.0383	  0.0000
 23.2180	 29.6830	  3.6443	 -0.1134	  0.0000
 23.4874	 29.6830	  4.5001	 -0.0918	  0.0000
 23.7567	 29.6830	 -0.0599	  0.0141	  1.0000
 24.0261	 29.6830	  4.5519	 -0.1053	  0.0000
 24.2955	 29.6830	  3.6882	  0.2253	  0.0000
 24.5649	 29.6830	  0.3298	  0.0320	  1.0000
 24.8342	 29.6830	  4.4098	  0.0496	  0.0000
 25.1036	 29.6830	  0.4211	  0.0090	  1.0000
 25.3730	 29.6830	  2.7244	 -0.0068	  0.0000
 25.6424	 29.6830	  4.5314	 -0.0833	  0.0000
 25.9117	 29.6830	 -2.6971	 -0.0761	  0.0000
 26.1811	 29.6830	  4.4862	  0.2184	  0.0000
 26.4505	 29.6830	 -3.6638	 -0.0224	  0.0000
 26.7199	 29.6830	  0.7524	  0.0613	  1.0000
 26.9892	 29.6830	  0.4963	  0.0596	  1.0000
 27.2586	 29.6830	  4.5989	 -0.0043	  0.0000
 27.5280	 29.6830	  4.5095	 -0.1358	  0.0000
 27.7973	 29.6830	 -0.0139	 -0.0408	  0.0000
 28.0667	 29.6830	  4.4156	 -0.0685	  0.0000
 28.3361	 29.6830	  0.5324	  0.2083	  1.0000
 28.6055	 29.6830	  4.5010	  0.0420	  0.0000
 28.8748	 29.6830	  0.3985	  0.1551	  1.0000
 29.1442	 29.6830	  4.5121	  0.0059	  0.0000
 29.4136	 29.6830	  0.5480	 -0.0485	  1.0000
 29.6830	 29.6830	  0.2743	 -0.0548	  1.0000
 29.9523	 29.6830	 -1.5102	 -0.0027	  0.0000
 30.2217	 29.6830	  4.5519	 -0.0358	  0.0000
 30.4911	 29.6830	  0.3846	 -0.0604	  1.0000
 30.7605	 29.6830	  4.4586	 -0.0106	  0.0000
  0.3212	 29.4136	  4.2177	 -0.0194	  0.0000
  0.5906	 29.4136	  4.5531	  0.0409	  0.0000
  0.8599	 29.4136	  0.1258	  0.0245	  1.0000
  1.1293	 29.4136	  0.1093	  0.0226	  0.0000
  1.3987	 29.4136	 -2.7229	  0.0234	  0.0000
  1.6680	 29.4136	  4.5103	  0.2156	  0.0000
  1.9374	 29.4136	  0.1343	  0.0090	  1.0000
  2.2068	 29.4136	 -3.6265	  0.1467	  0.0000
  2.4762	 29.4136	  3.7411	  0.0050	  0.0000
  2.7455	 29.4136	  3.7751	  0.0581	  0.0000
  3.0149	 29.4136	  2.6535	  0.1018	  0.0000
  3.2843	 29.4136	 -0.0577	  0.0145	  1.0000
  3.5537	 29.4136	 -0.1623	  0.0091	  1.0000
  3.8230	 29.4136	 -3.6147	  0.0827	  0.0000
  4.0924	 29.4136	 -0.2527	  0.1145	  1.0000
  4.3618	 29.4136	 -4.5561	 -0.0053	  0.0000
  4.6312	 29.4136	  2.7108	  0.0037	  0.0000
  4.9005	 29.4136	 -2.7722	  0.0393	  0.0000
  5.1699	 29.4136	 -0.3268	  0.0946	  1.0000
  5.4393	 29.4136	 -0.2796	  0.0726	  1.0000
  5.7087	 29.4136	  4.5572	 -0.0211	  0.0000
  5.9780	 29.4136	 -2.6814	  0.0439	  0.0000
  6.2474	 29.4136	  4.5656	 -0.0966	  0.0000
  6.5168	 29.4136	  1.5193	 -0.1885	  0.0000
  6.7862	 29.4136	  2.5696	 -0.0512	  0.0000
  7.0555	 29.4136	  0.4551	 -0.4279	  1.0000
  7.3249	 29.4136	 -3.7369	 -0.0690	  0.0000
  7.5943	 29.4136	  4.4973	 -0.1372	  0.0000
  7.8637	 29.4136	  0.5511	  0.0606	  1.0000
  8.1330	 29.4136	 -1.4354	  0.0648	  0.0000
  8.4024	 29.4136	 -3.6658	 -0.0906	  0.0000
  8.6718	 29.4136	  4.4606	  0.0968	  0.0000
  8.9412	 29.4136	  2.7313	  0.0653	  0.0000
  9.2105	 29.4136	  4.5242	 -0.0101	  0.0000
  9.4799	 29.4136	  3.7032	 -0.0329	  0.0000
  9.7493	 29.4136	 -8.3203	  0.0685	  0.0000
 10.0186	 29.4136	  0.1722	  0.0012	  1.0000
 10.2880	 29.4136	  1.5027	 -0.0529	  0.0000
 10.5574	 29.4136	  4.4753	 -0.0396	  0.0000
 10.8268	 29.4136	 -1.5376	  0.0205	  0.0000
 11.0961	 29.4136	 -0.0048	  0.0199	  1.0000
 11.3655	 29.4136	  4.5105	 -0.0034	  0.0000
 11.6349	 29.4136	  4.4565	 -0.0567	  0.0000
 11.9043	 29.4136	  0.0036	  0.1182	  1.0000
 12.1736	 29.4136	  4.5519	  0.0468	  0.0000
 12.4430	 29.4136	  4.4978	  0.0482	  0.0000
 12.7124	 29.4136	  4.5605	 -0.1251	  0.0000
 12.9818	 29.4136	  0.5366	  5.0212	  0.0000
 13.2511	 29.4136	  0.2698	  0.2269	  1.0000
 13.5205	 29.4136	  4.5102	 -0.0574	  0.0000
 13.7899	 29.4136	  0.2580	  0.0535	  1.0000
 14.0593	 29.4136	  1.4532	  0.0159	  0.0000
 14.3286	 29.4136	  4.5088	 -0.0941	  0.0000
 14.5980	 29.4136	  4.4833	  0.0106	  0.0000
 14.8674	 29.4136	 -0.0802	 -2.9824	  0.0000
 15.1368	 29.4136	 -1.6390	 -5.6343	  0.0000
 15.4061	 29.4136	  4.5341	  0.0315	  0.0000
 15.6755	 29.4136	  4.5687	 -0.0131	  0.0000
 15.9449	 29.4136	 -0.4905	  0.1919	  1.0000
 16.2143	 29.4136	 -0.4068	  0.1136	  1.0000
 16.4836	 29.4136	  2.7587	 -0.0901	  0.0000
 16.7530	 29.4136	 -0.5088	 -0.0636	  1.0000
 17.0224	 29.4136	 -0.4030	 -0.0708	  1.0000
 17.2918	 29.4136	  4.4411	 -0.0930	  0.0000
 17.5611	 29.4136	 -0.0182	  0.0243	  1.0000
 17.8305	 29.4136	  3.6756	  0.1774	  0.0000
 18.0999	 29.4136	  1.5657	 -0.0159	  0.0000
 18.3692	 29.4136	  4.5626	  0.0526	  0.0000
 18.6386	 29.4136	 -4.5818	 -0.0304	  0.0000
 18.9080	 29.4136	 -1.4426	 -0.0449	  0.0000
 19.1774	 29.4136	  4.6539	  0.0416	  0.0000
 19.4467	 29.4136	 -0.0368	  0.0227	  0.0000
 19.7161	 29.4136	  0.0415	 -0.0425	  0.0000
 19.9855	 29.4136	 -0.0335	  0.0082	  0.0000
 20.2549	 29.4136	  1.5805	 -0.0354	  0.0000
 20.5242	 29.4136	  1.4489	  0.0801	  0.0000
 20.7936	 29.4136	  0.0437	 -0.0810	  0.0000
 21.0630	 29.4136	 -5.6084	 -3.5602	  0.0000
 21.3324	 29.4136	 -4.3822	 -0.0224	  0.0000
 21.6017	 29.4136	  1.0065	 -0.1389	  1.0000
 21.8711	 29.4136	 -1.3111	  0.0488	  0.0000
 22.1405	 29.4136	  4.4966	 -0.0329	  0.0000
 22.4099	 29.4136	  4.5025	 -0.0014	  0.0000
 22.6792	 29.4136	  2.6261	  0.0178	  0.0000
 22.9486	 29.4136	  0.2590	 -0.0071	  1.0000
 23.2180	 29.4136	  0.1270	 -0.0042	  1.0000
 23.4874	 29.4136	 -0.1992	  0.0065	  1.0000
 23.7567	 29.4136	  3.8391	 -0.0834	  0.0000
 24.0261	 29.4136	 -1.4316	 -0.0597	  0.0000
 24.2955	 29.4136	  3.8225	 -0.0684	  0.0000
 24.5649	 29.4136	  4.6375	  0.2193	  0.0000
 24.8342	 29.4136	  2.5664	  0.0482	  0.0000
 25.1036	 29.4136	 -0.0161	 -0.0000	  0.0000
 25.3730	 29.4136	  0.1642	  0.1952	  0.0000
 25.6424	 29.4136	  0.1314	 -0.2331	  0.0000
 25.9117	 29.4136	  1.6328	  0.0994	  0.0000
 26.1811	 29.4136	  4.5254	 -0.0122	  0.0000
 26.4505	 29.4136	  0.4360	 -0.0053	  1.0000
 26.7199	 29.4136	  0.0148	  0.2333	  0.0000
 26.9892	 29.4136	  1.4482	  0.0551	  0.0000
 27.2586	 29.4136	  4.4836	  0.0350	  0.0000
 27.5280	 29.4136	  4.6316	 -0.0330	  0.0000
 27.7973	 29.4136	 -2.6410	 -0.0000	  0.0000
 28.0667	 29.4136	  2.6831	  0.0561	  0.0000
 28.3361	 29.4136	  0.5802	  0.4131	  1.0000
 28.6055	 29.4136	  4.5147	 -0.0837	  0.0000
 28.8748	 29.4136	  0.3390	  0.1694	  1.0000
 29.1442	 29.4136	  0.0965	  0.1660	  1.0000
 29.4136	 29.4136	  3.6783	 -0.0329	  0.0000
 29.6830	 29.4136	 -4.5568	  0.0867	  0.0000
 29.9523	 29.4136	  0.4973	 -0.0427	  1.0000
 30.2217	 29.4136	 -2.6392	 -0.0731	  0.0000
 30.4911	 29.4136	 -1.5195	  0.0139	  0.0000
 30.7605	 29.4136	  3.8028	 -0.2309	  0.0000
  0.3212	 29.1442	 -0.0029	  0.0096	  0.0000
  0.5906	 29.1442	 -1.4275	 -0.0326	  0.0000
  0.8599	 29.1442	 -2.7048	  0.0416	  0.0000
  1.1293	 29.1442	  0.0390	  0.0989	  0.0000
  1.3987	 29.1442	 -0.0471	 -0.0608	  0.0000
  1.6680	 29.1442	 -4.5237	  0.0773	  0.0000
  1.9374	 29.1442	 -4.4181	  0.0401	  0.0000
  2.2068	 29.1442	  0.0116	  0.0272	  0.0000
  2.4762	 29.1442	 -4.5061	 -0.0485	  0.0000
  2.7455	 29.1442	 -1.5053	 -0.0258	  0.0000
  3.0149	 29.1442	 -1.5573	  0.0624	  0.0000
  3.2843	 29.1442	 -1.6267	 -0.1044	  0.0000
  3.5537	 29.1442	 -1.4523	 -0.0358	  0.0000
  3.8230	 29.1442	 -0.0329	 -0.2153	  0.0000
  4.0924	 29.1442	 -4.6378	 -0.0143	  0.0000
  4.3618	 29.1442	 -0.2254	 -0.0420	  1.0000
  4.6312	 29.1442	  0.1395	 -0.0625	  1.0000
  4.9005	 29.1442	 -0.0485	 -0.0627	  1.0000
  5.1699	 29.1442	 -1.3324	 -0.2364	  0.0000
  5.4393	 29.1442	  0.1947	 -0.1708	  1.0000
  5.7087	 29.1442	 -4.2085	 -0.0572	  0.0000
  5.9780	 29.1442	 -2.6721	 -0.0530	  0.0000
  6.2474	 29.1442	 -0.1582	 -0.5122	  1.0000
  6.5168	 29.1442	  0.0558	 -0.0138	  0.0000
  6.7862	 29.1442	  0.0594	 -0.0271	  0.0000
  7.0555	 29.1442	 -4.5011	  0.0708	  0.0000
  7.3249	 29.1442	 -0.1176	  0.0765	  0.0000
  7.5943	 29.1442	 -1.5204	  0.1029	  0.0000
  7.8637	 29.1442	 -0.0020	 -0.0172	  0.0000
  8.1330	 29.1442	 -9.4926	  4.2063	  0.0000
  8.4024	 29.1442	 -3.8097	 -0.2115	  0.0000
  8.6718	 29.1442	 -2.7137	 -0.0468	  0.0000
  8.9412	 29.1442	 -3.8028	  0.2017	  0.0000
  9.2105	 29.1442	 -0.0119	 -0.2187	  0.0000
  9.4799	 29.1442	 -4.5095	 -0.2393	  0.0000
  9.7493	 29.1442	 -0.0579	 -0.0031	  0.0000
 10.0186	 29.1442	 -3.6330	 -0.1140	  0.0000
 10.2880	 29.1442	 -2.7311	  0.0759	  0.0000
 10.5574	 29.1442	  0.1013	 -0.1341	  0.0000
 10.8268	 29.1442	  0.3149	 -0.0490	  1.0000
 11.0961	 29.1442	 -2.6484	 -0.0072	  0.0000
 11.3655	 29.1442	  0.0376	 -0.2261	  0.0000
 11.6349	 29.1442	  0.2089	  0.0482	  1.0000
 11.9043	 29.1442	  0.0272	 -0.2333	  0.0000
 12.1736	 29.1442	 -4.4554	 -0.0086	  0.0000
 12.4430	 29.1442	 -0.0899	  0.2303	  0.0000
 12.7124	 29.1442	 -4.5198	  0.0410	  0.0000
 12.9818	 29.1442	 -3.7054	  0.0521	  0.0000
 13.2511	 29.1442	 -0.0389	  0.1285	  0.0000
 13.5205	 29.1442	 -2.6067	 -0.0705	  0.0000
 13.7899	 29.1442	 -4.6180	 -0.0222	  0.0000
 14.0593	 29.1442	 -1.5119	 -0.0000	  0.0000
 14.3286	 29.1442	  0.1182	  0.0500	  0.0000
 14.5980	 29.1442	 -6.1484	 -2.1174	  0.0000
 14.8674	 29.1442	 -0.0455	  0.0124	  0.0000
 15.1368	 29.1442	  0.2654	  0.0503	  1.0000
 15.4061	 29.1442	 -3.7368	 -0.0519	  0.0000
 15.6755	 29.1442	  2.6953	  0.2225	  0.0000
 15.9449	 29.1442	  5.2105	 -4.6018	  0.0000
 16.2143	 29.1442	  0.0897	 -0.0794	  0.0000
 16.4836	 29.1442	 -4.4821	 -0.0656	  0.0000
 16.7530	 29.1442	 -4.4781	  0.0528	  0.0000
 17.0224	 29.1442	 -3.7229	 -0.0612	  0.0000
 17.2918	 29.1442	 -4.5006	 -0.0384	  0.0000
 17.5611	 29.1442	 -0.0304	  0.0000	  0.0000
 17.8305	 29.1442	 -0.0421	 -0.0743	  0.0000
 18.0999	 29.1442	 -4.5993	 -0.0182	  0.0000
 18.3692	 29.1442	 -0.1107	  0.0498	  1.0000
 18.6386	 29.1442	 -0.2361	  0.0540	  1.0000
 18.9080	 29.1442	 -4.6410	 -0.0253	  0.0000
 19.1774	 29.1442	  0.0053	 -0.0074	  0.0000
 19.4467	 29.1442	 -1.4816	 -0.2157	  0.0000
 19.7161	 29.1442	  0.0358	 -0.0305	  0.0000
 19.9855	 29.1442	 -0.0509	 -0.0325	  0.0000
 20.2549	 29.1442	 -0.0530	 -0.1620	  1.0000
 20.5242	 29.1442	 -1.4059	 -0.2137	  0.0000
 20.7936	 29.1442	  0.0000	  0.0020	  0.0000
 21.0630	 29.1442	  1.3989	 -0.0380	  0.0000
 21.3324	 29.1442	 -4.5315	  0.0123	  0.0000
 21.6017	 29.1442	 -0.0697	 -0.0478	  0.0000
 21.8711	 29.1442	  1.4695	 -0.0485	  0.0000
 22.1405	 29.1442	 -1.4553	 -0.0301	  0.0000
 22.4099	 29.1442	  1.4449	 -0.0829	  0.0000
 22.6792	 29.1442	 -0.0779	  0.0197	  0.0000
 22.9486	 29.1442	 -4.5924	  0.0206	  0.0000
 23.2180	 29.1442	  1.5524	 -0.2119	  0.0000
 23.4874	 29.1442	 -4.5094	 -0.0324	  0.0000
 23.7567	 29.1442	 -0.0621	 -0.0135	  0.0000
 24.0261	 29.1442	 -1.5207	  0.1219	  0.0000
 24.2955	 29.1442	 -1.5159	  0.0291	  0.0000
 24.5649	 29.1442	 -1.3210	 -0.0815	  0.0000
 24.8342	 29.1442	  0.1815	  0.0352	  1.0000
 25.1036	 29.1442	 -1.5558	 -0.0095	  0.0000
 25.3730	 29.1442	 -0.0363	  0.0101	  0.0000
 25.6424	 29.1442	  0.0348	 -0.2345	  0.0000
 25.9117	 29.1442	 -3.7861	  0.0826	  0.0000
 26.1811	 29.1442	 -4.4159	 -0.2281	  0.0000
 26.4505	 29.1442	 -1.4448	 -0.0844	  0.0000
 26.7199	 29.1442	 -4.5591	  0.0608	  0.0000
 26.9892	 29.1442	  0.2315	 -0.0000	  0.0000
 27.2586	 29.1442	  0.3903	  0.2437	  1.0000
 27.5280	 29.1442	  5.3116	  2.6877	  0.0000
 27.7973	 29.1442	 -2.6953	 -0.0631	  0.0000
 28.0667	 29.1442	 -0.0192	 -0.0296	  0.0000
 28.3361	 29.1442	  0.4703	  0.4398	  1.0000
 28.6055	 29.1442	 -3.8682	  0.2252	  0.0000
 28.8748	 29.1442	  0.0328	 -0.0016	  0.0000
 29.1442	 29.1442	 -0.1793	  0.1977	  1.0000
 29.4136	 29.1442	  0.2204	 -0.2152	  0.0000
 29.6830	 29.1442	 -4.5027	  0.2270	  0.0000
 29.9523	 29.1442	 -4.5509	  0.0194	  0.0000
 30.2217	 29.1442	 -0.2109	 -0.0199	  1.0000
 30.4911	 29.1442	 -1.4457	  0.0407	  0.0000
 30.7605	 29.1442	 -4.5070	 -0.0574	  0.0000
  0.3212	 28.8748	  0.7569	  0.0777	  1.0000
  0.5906	 28.8748	  0.2122	  0.0287	  0.0000
  0.8599	 28.8748	  0.0410	  0.0093	  0.0000
  1.1293	 28.8748	 -4.4932	 -0.0325	  0.0000
  1.3987	 28.8748	  0.0891	 -0.0673	  1.0000
  1.6680	 28.8748	  4.5034	  0.0476	  0.0000
  1.9374	 28.8748	 -4.4928	 -0.0277	  0.0000
  2.2068	 28.8748	 -0.3073	  0.1046	  1.0000
  2.4762	 28.8748	 -0.0269	 -0.0402	  0.0000
  2.7455	 28.8748	  4.5477	 -0.0726	  0.0000
  3.0149	 28.8748	  0.0311	  0.0213	  0.0000
  3.2843	 28.8748	  4.5913	 -0.0000	  0.0000
  3.5537	 28.8748	 -4.5508	  0.0565	  0.0000
  3.8230	 28.8748	 -0.0003	 -0.0898	  0.0000
  4.0924	 28.8748	  3.8724	 -0.0845	  0.0000
  4.3618	 28.8748	 -0.0531	 -0.0957	  1.0000
  4.6312	 28.8748	  0.0844	 -0.1972	  0.0000
  4.9005	 28.8748	  0.1334	 -0.1145	  1.0000
  5.1699	 28.8748	  0.4179	 -0.3264	  1.0000
  5.4393	 28.8748	  0.5570	 -0.3481	  1.0000
  5.7087	 28.8748	 -4.3951	  0.0444	  0.0000
  5.9780	 28.8748	  1.5053	  0.2113	  0.0000
  6.2474	 28.8748	  0.1821	 -0.4703	  1.0000
  6.5168	 28.8748	  0.1708	 -0.4565	  1.0000
  6.7862	 28.8748	 -0.0601	  0.0720	  0.0000
  7.0555	 28.8748	  0.2346	 -0.0588	  1.0000
  7.3249	 28.8748	 -0.1116	  0.0493	  1.0000
  7.5943	 28.8748	  4.4880	  0.0633	  0.0000
  7.8637	 28.8748	  0.2368	 -0.0840	  0.0000
  8.1330	 28.8748	  4.4119	 -0.2205	  0.0000
  8.4024	 28.8748	  2.6057	  0.0343	  0.0000
  8.6718	 28.8748	  4.5355	 -0.0145	  0.0000
  8.9412	 28.8748	  4.0831	  0.0515	  0.0000
  9.2105	 28.8748	  4.5213	  0.1366	  0.0000
  9.4799	 28.8748	  0.2996	 -0.2473	  1.0000
  9.7493	 28.8748	  0.0217	 -0.0980	  0.0000
 10.0186	 28.8748	 -4.6524	  0.0660	  0.0000
 10.2880	 28.8748	 -0.0244	 -0.0453	  0.0000
 10.5574	 28.8748	  4.6971	 -0.0111	  0.0000
 10.8268	 28.8748	  4.4764	  0.2180	  0.0000
 11.0961	 28.8748	  0.7775	 -0.1716	  1.0000
 11.3655	 28.8748	 -2.6350	 -0.0435	  0.0000
 11.6349	 28.8748	 -4.5476	 -0.0083	  0.0000
 11.9043	 28.8748	  3.8174	 -0.0922	  0.0000
 12.1736	 28.8748	  4.4811	  0.0701	  0.0000
 12.4430	 28.8748	 -0.3909	  0.1985	  1.0000
 12.7124	 28.8748	  4.5538	 -0.0971	  0.0000
 12.9818	 28.8748	  0.1165	 -0.0780	  0.0000
 13.2511	 28.8748	 -4.5982	  0.0725	  0.0000
 13.5205	 28.8748	 -0.5110	  0.2132	  1.0000
 13.7899	 28.8748	 -0.2227	 -0.2251	  0.0000
 14.0593	 28.8748	 -1.4048	  0.0507	  0.0000
 14.3286	 28.8748	 -0.1514	 -0.0529	  1.0000
 14.5980	 28.8748	 -4.5837	  0.0170	  0.0000
 14.8674	 28.8748	 -4.5256	 -0.1281	  0.0000
 15.1368	 28.8748	  0.4159	  8.2681	  0.0000
 15.4061	 28.8748	  2.6978	 -0.0322	  0.0000
 15.6755	 28.8748	 -0.0537	 -0.0486	  1.0000
 15.9449	 28.8748	  4.5203	  0.0974	  0.0000
 16.2143	 28.8748	 -4.6487	 -0.0561	  0.0000
 16.4836	 28.8748	 -3.9992	 -0.0497	  0.0000
 16.7530	 28.8748	 -4.5748	 -0.0030	  0.0000
 17.0224	 28.8748	  0.2233	 -0.2222	  0.0000
 17.2918	 28.8748	 -0.7213	  0.0321	  1.0000
 17.5611	 28.8748	 -0.4173	  0.0170	  1.0000
 17.8305	 28.8748	 -0.1191	  0.0216	  0.0000
 18.0999	 28.8748	 -4.6138	  0.0730	  0.0000
 18.3692	 28.8748	 -0.1119	  0.1429	  0.0000
 18.6386	 28.8748	  0.0128	  0.0393	  0.0000
 18.9080	 28.8748	 -4.5718	 -0.0417	  0.0000
 19.1774	 28.8748	  4.5386	 -0.0514	  0.0000
 19.4467	 28.8748	 -0.6090	  0.1355	  1.0000
 19.7161	 28.8748	  3.6102	 -0.0000	  0.0000
 19.9855	 28.8748	 -0.0130	 -0.0174	  1.0000
 20.2549	 28.8748	 -0.4091	 -0.1608	  1.0000
 20.5242	 28.8748	 -4.5885	 -0.0715	  0.0000
 20.7936	 28.8748	  0.0354	 -0.0736	  0.0000
 21.0630	 28.8748	  4.2115	  0.0218	  0.0000
 21.3324	 28.8748	 -4.5800	  0.2223	  0.0000
 21.6017	 28.8748	 -0.0576	 -0.0874	  0.0000
 21.8711	 28.8748	  4.4138	 -0.0800	  0.0000
 22.1405	 28.8748	  0.0087	  0.0070	  1.0000
 22.4099	 28.8748	  4.5261	  0.0964	  0.0000
 22.6792	 28.8748	  0.0579	  0.0791	  1.0000
 22.9486	 28.8748	 -4.5444	 -0.2296	  0.0000
 23.2180	 28.8748	 -4.6223	 -0.1202	  0.0000
 23.4874	 28.8748	  0.0851	  0.0915	  1.0000
 23.7567	 28.8748	  4.5824	 -0.0000	  0.0000
 24.0261	 28.8748	 -2.6481	  0.0098	  0.0000
 24.2955	 28.8748	  0.6657	  0.1209	  1.0000
 24.5649	 28.8748	  1.4716	 -0.0025	  0.0000
 24.8342	 28.8748	  0.1881	  0.0388	  1.0000
 25.1036	 28.8748	 -4.5586	  0.0512	  0.0000
 25.3730	 28.8748	 -2.5350	  0.0870	  0.0000
 25.6424	 28.8748	 -0.7164	  0.0185	  1.0000
 25.9117	 28.8748	 -1.5783	 -0.0230	  0.0000
 26.1811	 28.8748	 -4.5725	 -0.1320	  0.0000
 26.4505	 28.8748	 -4.5921	  0.0892	  0.0000
 26.7199	 28.8748	  4.5107	 -0.0128	  0.0000
 26.9892	 28.8748	  4.4744	 -0.1899	  0.0000
 27.2586	 28.8748	  0.6788	  0.2454	  1.0000
 27.5280	 28.8748	  4.4304	 -0.0256	  0.0000
 27.7973	 28.8748	 -4.5723	  0.0390	  0.0000
